1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.006058,-0.001100,-0.000851,-0.000542,-0.000570,-0.000102,0.000018,-0.000189,0.027982,0.015217,0.015858,0.014227,0.014163,0.016284,0.005383,0.010091
0.002170,-0.001496,-0.001179,-0.001141,-0.000102,-0.000220,0.000012,0.000061,0.027887,0.015629,0.018964,0.020751,0.015465,0.012075,0.006342,0.010409
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.006058,-0.001100,-0.000851,-0.000542,-0.000570,-0.000102,0.000018,-0.000189,0.027982,0.015217,0.015858,0.014227,0.014163,0.016284,0.005383,0.010091
0.002170,-0.001496,-0.001179,-0.001141,-0.000102,-0.000220,0.000012,0.000061,0.027887,0.015629,0.018964,0.020751,0.015465,0.012075,0.006342,0.010409
0.001953,0.001308,0.000875,0.001568,0.000075,-0.000005,0.000018,-0.000067,0.028898,0.014268,0.020494,0.019356,0.013072,0.014649,0.006777,0.009785
-0.004232,0.000161,0.000056,0.001138,-0.000079,-0.000097,0.000042,-0.000024,0.027893,0.016929,0.016516,0.019265,0.017658,0.015239,0.009774,0.006299
0.001302,0.001595,0.000307,0.000635,0.000313,0.000091,0.000054,-0.000159,0.029246,0.020619,0.021536,0.014575,0.014915,0.012233,0.007544,0.008777
0.004322,-0.000645,0.000302,-0.000431,0.000104,-0.000002,0.000041,-0.000293,0.033834,0.016749,0.018159,0.020571,0.019312,0.012593,0.006162,0.011585
-0.001827,0.000324,-0.000771,-0.001078,-0.000030,-0.000717,-0.000091,0.000122,0.033253,0.021257,0.020162,0.020026,0.013468,0.016627,0.010382,0.009568
0.001049,0.000199,0.000400,0.000253,0.000395,-0.000116,0.000045,0.000153,0.031092,0.020256,0.019966,0.021075,0.019783,0.011482,0.007528,0.010279
0.004123,0.000370,0.000272,0.000155,-0.000296,0.000530,0.000032,-0.000067,0.029524,0.017702,0.020476,0.015973,0.021253,0.018081,0.007763,0.007539
-0.002315,-0.000861,-0.000314,0.000710,0.000051,-0.000184,0.000008,-0.000177,0.035826,0.018507,0.019506,0.020800,0.013743,0.016447,0.007858,0.007638
